code,part_length,routability,probability
[CJprA[\FnrB^A_^rmN`a`MmrbkAa_b^dcUmrAraP_`^X[rbc[CI\qA[pEnqB^A_^qma`q`amqbkAa^b_dcqmdAqaO^`_W[qbc\pq\KD]pGcqglAhgqmfeqefmqhjAf^g_ihqmiAqfS^e_Y]qjo\prpLD]\HcrglAhgrmRefeQmrhjAf_g^ihVmrArfT_e^Z]rjo,49,0,1.1185976393746598e-15
[CJprA[\FnrmN`a`Mmr^_ArmUcd^b_aArbkAcbraP_`^X[rB^[CI\qA[pEnqma`q`amq^_Admqcd_b^aAqbkAcbqaO^`_W[qB^\pq\KD]pGcqmfeqefmqghAimqhi_g^fAqhjAojqfS^e_Y]qgl\prpLD]\HcrmRefeQmrghArmVhi^g_fArhjAojrfT_e^Z]rgl,49,0,4.633951013743374e-21
[CJprA[\FnrbcArmUcd^b_aA_^rbkAr[X^`_ParmN`a`MmrB^[CI\qA[pEnqbcAdmqcd_b^aA_^qbkAq[W_`^Oaqma`q`amqB^\pq\KD]pGcqjoAimqhi_g^fAhgqhjAq]Y_e^Sfqmfeqefmqgl\prpLD]\HcrjoArmVhi^g_fAhgrhjAr]Z^e_TfrmRefeQmrgl,49,0,1.9025814887475424e-37
[CJprA[\FnrbkAa_b^dcUmrA_^rmM`a`Nmr[X^`_ParbcArB^[CI\qA[pEnqbkAa^b_dcqmdA_^qma`q`amq[W_`^OaqbcAqB^\pq\KD]pGcqhjAf^g_ihqmiAhgqmfeqefmq]Y_e^SfqjoAqgl\prpLD]\HcrhjAf_g^ihVmrAhgrmQefeRmr]Z^e_TfrjoArgl,49,0,4.1158410973502036e-25
[CJprA[\FnrA_^rmN`a`MmrB^ArmUcd^b_aAcbr[X^`_Parbk[CI\qA[pEnqA_^qma`q`amqB^Admqcd_b^aAcbq[W_`^Oaqbk\pq\KD]pGcqAhgqmfeqefmqglAimqhi_g^fAojq]Y_e^Sfqhj\prpLD]\HcrAhgrmRefeQmrglArmVhi^g_fAojr]Z^e_Tfrhj,49,0,1.400738731256318e-19
[CJprA[\FnrB^AraP_`^X[rbkA_^rmN`a`MmrbcArmUcd^b_a[CI\qA[pEnqB^AqaO^`_W[qbkA_^qma`q`amqbcAdmqcd_b^a\pq\KD]pGcqglAqfS^e_Y]qhjAhgqmfeqefmqjoAimqhi_g^f\prpLD]\HcrglArfT_e^Z]rhjAhgrmRefeQmrjoArmVhi^g_f,49,0,9.625719682047548e-15
[CJprA[\Fnr[X^`_ParmM`a`NmrB^AkbrAa_b^dcUmrA_^rbc[CI\qA[pEnq[W_`^Oaqma`q`amqB^AkbqAa^b_dcqmdA_^qbc\pq\KD]pGcq]Y_e^SfqmfeqefmqglAjhqAf^g_ihqmiAhgqjo\prpLD]\Hcr]Z^e_TfrmQefeRmrglAjhrAf_g^ihVmrAhgrjo,49,1,0.9994856119155884
[CJprA[\Fnr[X^`_ParmN`a`Mmr^_AkbrAa_b^dcUmrA^Brbc[CI\qA[pEnq[W_`^Oaqma`q`amq^_AkbqAa^b_dcqmdA^Bqbc\pq\KD]pGcq]Y_e^SfqmfeqefmqghAjhqAf^g_ihqmiAlgqjo\prpLD]\Hcr]Z^e_TfrmRefeQmrghAjhrAf_g^ihVmrAlgrjo,49,1,0.9259532690048218
[CJprA[\FnraP_`^X[rmM`a`Nmr^_AcbrA^BrbkArmUcd^b_a[CI\qA[pEnqaO^`_W[qma`q`amq^_AcbqA^BqbkAdmqcd_b^a\pq\KD]pGcqfS^e_Y]qmfeqefmqghAojqAlgqhjAimqhi_g^f\prpLD]\HcrfT_e^Z]rmQefeRmrghAojrAlgrhjArmVhi^g_f,49,0,5.2829292454320206e-14
[CJprA[\Fnr[X^`_ParmN`a`MmrB^AcbrAa_b^dcUmrA_^rbk[CI\qA[pEnq[W_`^Oaqma`q`amqB^AcbqAa^b_dcqmdA_^qbk\pq\KD]pGcq]Y_e^SfqmfeqefmqglAojqAf^g_ihqmiAhgqhj\prpLD]\Hcr]Z^e_TfrmRefeQmrglAojrAf_g^ihVmrAhgrhj,49,0,0.18216653168201447
[CJprA[\FnrmM`a`Nmr[X^`_ParA^Br^_Aa_b^dcUmrAkbrbc[CI\qA[pEnqma`q`amq[W_`^OaqA^Bq^_Aa^b_dcqmdAkbqbc\pq\KD]pGcqmfeqefmq]Y_e^SfqAlgqghAf^g_ihqmiAjhqjo\prpLD]\HcrmQefeRmr]Z^e_TfrAlgrghAf_g^ihVmrAjhrjo,49,0,8.963733618208569e-13
[CJprA[\Fnr[X^`_ParB^Aa_b^dcUmrArmM`a`Nmr^_Acbrbk[CI\qA[pEnq[W_`^OaqB^Aa^b_dcqmdAqma`q`amq^_Acbqbk\pq\KD]pGcq]Y_e^SfqglAf^g_ihqmiAqmfeqefmqghAojqhj\prpLD]\Hcr]Z^e_TfrglAf_g^ihVmrArmQefeRmrghAojrhj,49,0,4.566887423784749e-10
[CJprA[\FnrB^ArbkAcbrmM`a`Nmr[X^`_Par^_ArmUcd^b_a[CI\qA[pEnqB^AqbkAcbqma`q`amq[W_`^Oaq^_Admqcd_b^a\pq\KD]pGcqglAqhjAojqmfeqefmq]Y_e^SfqghAimqhi_g^f\prpLD]\HcrglArhjAojrmQefeRmr]Z^e_TfrghArmVhi^g_f,49,0,4.706806577936987e-18
[CJprA[\FnrbkArmUcd^b_aAcbr[X^`_ParmM`a`Nmr^_ArB^[CI\qA[pEnqbkAdmqcd_b^aAcbq[W_`^Oaqma`q`amq^_AqB^\pq\KD]pGcqhjAimqhi_g^fAojq]Y_e^SfqmfeqefmqghAqgl\prpLD]\HcrhjArmVhi^g_fAojr]Z^e_TfrmQefeRmrghArgl,49,0,3.1047653624849303e-38
[CJprA[\FnraP_`^X[rB^ArmUcd^b_aAkbrmN`a`MmrA_^rbc[CI\qA[pEnqaO^`_W[qB^Admqcd_b^aAkbqma`q`amqA_^qbc\pq\KD]pGcqfS^e_Y]qglAimqhi_g^fAjhqmfeqefmqAhgqjo\prpLD]\HcrfT_e^Z]rglArmVhi^g_fAjhrmRefeQmrAhgrjo,49,0,1.7074775656224226e-26
[CJprA[\FnrArmUcd^b_aA_^raP_`^X[rB^AkbrmM`a`Nmrbc[CI\qA[pEnqAdmqcd_b^aA_^qaO^`_W[qB^Akbqma`q`amqbc\pq\KD]pGcqAimqhi_g^fAhgqfS^e_Y]qglAjhqmfeqefmqjo\prpLD]\HcrArmVhi^g_fAhgrfT_e^Z]rglAjhrmQefeRmrjo,49,0,3.748603534205765e-17
[CJprA[\FnrmM`a`NmrB^ArmUcd^b_aAcbr^_Akbr[X^`_Par[CI\qA[pEnqma`q`amqB^Admqcd_b^aAcbq^_Akbq[W_`^Oaq\pq\KD]pGcqmfeqefmqglAimqhi_g^fAojqghAjhq]Y_e^Sfq\prpLD]\HcrmQefeRmrglArmVhi^g_fAojrghAjhr]Z^e_Tfr,49,0,1.441838028897734e-40
[CJprA[\FnraP_`^X[rmN`a`MmrbkArmUcd^b_aAcbrB^Ar^_[CI\qA[pEnqaO^`_W[qma`q`amqbkAdmqcd_b^aAcbqB^Aq^_\pq\KD]pGcqfS^e_Y]qmfeqefmqhjAimqhi_g^fAojqglAqgh\prpLD]\HcrfT_e^Z]rmRefeQmrhjArmVhi^g_fAojrglArgh,49,0,1.0238023102904226e-11
[CJprA[\FnrB^ArmUcd^b_aAcbr[X^`_ParA_^rmN`a`Mmrbk[CI\qA[pEnqB^Admqcd_b^aAcbq[W_`^OaqA_^qma`q`amqbk\pq\KD]pGcqglAimqhi_g^fAojq]Y_e^SfqAhgqmfeqefmqhj\prpLD]\HcrglArmVhi^g_fAojr]Z^e_TfrAhgrmRefeQmrhj,49,0,5.5034261755786305e-17
[CJprA[\FnrmN`a`MmraP_`^X[r^_Aa_b^dcUmrAcbrB^Akbr[CI\qA[pEnqma`q`amqaO^`_W[q^_Aa^b_dcqmdAcbqB^Akbq\pq\KD]pGcqmfeqefmqfS^e_Y]qghAf^g_ihqmiAojqglAjhq\prpLD]\HcrmRefeQmrfT_e^Z]rghAf_g^ihVmrAojrglAjhr,49,0,1.6249241832110082e-17
[CJprA[\FnrbkA_^rB^ArmM`a`Nmr[X^`_ParbcAa_b^dcUmr[CI\qA[pEnqbkA_^qB^Aqma`q`amq[W_`^OaqbcAa^b_dcqmd\pq\KD]pGcqhjAhgqglAqmfeqefmq]Y_e^SfqjoAf^g_ihqmi\prpLD]\HcrhjAhgrglArmQefeRmr]Z^e_TfrjoAf_g^ihVmr,49,0,1.843243007838423e-15
[CJprA[\Fnr[X^`_Par^_A^BrbkArmUcd^b_aAcbrmM`a`Nmr[CI\qA[pEnq[W_`^Oaq^_A^BqbkAdmqcd_b^aAcbqma`q`amq\pq\KD]pGcq]Y_e^SfqghAlgqhjAimqhi_g^fAojqmfeqefmq\prpLD]\Hcr]Z^e_TfrghAlgrhjArmVhi^g_fAojrmQefeRmr,49,0,1.6040658203718793e-23
[CJprA[\FnrAkbraP_`^X[r^_ArmUcd^b_aA^BrmN`a`Mmrbc[CI\qA[pEnqAkbqaO^`_W[q^_Admqcd_b^aA^Bqma`q`amqbc\pq\KD]pGcqAjhqfS^e_Y]qghAimqhi_g^fAlgqmfeqefmqjo\prpLD]\HcrAjhrfT_e^Z]rghArmVhi^g_fAlgrmRefeQmrjo,49,0,3.43926747409977e-18
[CJprA[\FnrbkA^Br^_AcbraP_`^X[rmM`a`NmrAa_b^dcUmr[CI\qA[pEnqbkA^Bq^_AcbqaO^`_W[qma`q`amqAa^b_dcqmd\pq\KD]pGcqhjAlgqghAojqfS^e_Y]qmfeqefmqAf^g_ihqmi\prpLD]\HcrhjAlgrghAojrfT_e^Z]rmQefeRmrAf_g^ihVmr,49,0,2.729023689023108e-16
[CJprA[\FnrbcAkbrA^BraP_`^X[rmM`a`Nmr^_Aa_b^dcUmr[CI\qA[pEnqbcAkbqA^BqaO^`_W[qma`q`amq^_Aa^b_dcqmd\pq\KD]pGcqjoAjhqAlgqfS^e_Y]qmfeqefmqghAf^g_ihqmi\prpLD]\HcrjoAjhrAlgrfT_e^Z]rmQefeRmrghAf_g^ihVmr,49,0,2.1175705096744893e-14
[CJprA[\FnraP_`^X[r^_AcbrmM`a`NmrAa_b^dcUmrA^Brbk[CI\qA[pEnqaO^`_W[q^_Acbqma`q`amqAa^b_dcqmdA^Bqbk\pq\KD]pGcqfS^e_Y]qghAojqmfeqefmqAf^g_ihqmiAlgqhj\prpLD]\HcrfT_e^Z]rghAojrmQefeRmrAf_g^ihVmrAlgrhj,49,0,4.0673998963686837e-22
[CJprA[\FnrbkAcbraP_`^X[rA^BrmN`a`Mmr^_ArmUcd^b_a[CI\qA[pEnqbkAcbqaO^`_W[qA^Bqma`q`amq^_Admqcd_b^a\pq\KD]pGcqhjAojqfS^e_Y]qAlgqmfeqefmqghAimqhi_g^f\prpLD]\HcrhjAojrfT_e^Z]rAlgrmRefeQmrghArmVhi^g_f,49,0,6.126247268307064e-18
[CJprA[\FnrAa_b^dcUmrAkbraP_`^X[rB^AcbrmM`a`Nmr^_[CI\qA[pEnqAa^b_dcqmdAkbqaO^`_W[qB^Acbqma`q`amq^_\pq\KD]pGcqAf^g_ihqmiAjhqfS^e_Y]qglAojqmfeqefmqgh\prpLD]\HcrAf_g^ihVmrAjhrfT_e^Z]rglAojrmQefeRmrgh,49,0,5.261649554335506e-18
[CJprA[\Fnr[X^`_Par^_A^BrmN`a`MmrAa_b^dcUmrAkbrbc[CI\qA[pEnq[W_`^Oaq^_A^Bqma`q`amqAa^b_dcqmdAkbqbc\pq\KD]pGcq]Y_e^SfqghAlgqmfeqefmqAf^g_ihqmiAjhqjo\prpLD]\Hcr]Z^e_TfrghAlgrmRefeQmrAf_g^ihVmrAjhrjo,49,1,0.9949378967285156
[CJprA[\FnrmN`a`MmrbkAcbr[X^`_Par^_A^BrAa_b^dcUmr[CI\qA[pEnqma`q`amqbkAcbq[W_`^Oaq^_A^BqAa^b_dcqmd\pq\KD]pGcqmfeqefmqhjAojq]Y_e^SfqghAlgqAf^g_ihqmi\prpLD]\HcrmRefeQmrhjAojr]Z^e_TfrghAlgrAf_g^ihVmr,49,0,9.754185127553135e-19
[CJprA[\Fnr[X^`_ParmN`a`MmrB^ArbcAa_b^dcUmrA_^rbk[CI\qA[pEnq[W_`^Oaqma`q`amqB^AqbcAa^b_dcqmdA_^qbk\pq\KD]pGcq]Y_e^SfqmfeqefmqglAqjoAf^g_ihqmiAhgqhj\prpLD]\Hcr]Z^e_TfrmRefeQmrglArjoAf_g^ihVmrAhgrhj,49,1,0.7696852087974548
[CJprA[\FnrmN`a`Mmr^_Aa_b^dcUmrAkbr[X^`_ParbcArB^[CI\qA[pEnqma`q`amq^_Aa^b_dcqmdAkbq[W_`^OaqbcAqB^\pq\KD]pGcqmfeqefmqghAf^g_ihqmiAjhq]Y_e^SfqjoAqgl\prpLD]\HcrmRefeQmrghAf_g^ihVmrAjhr]Z^e_TfrjoArgl,49,0,4.410121685372206e-37
[CJprA[\FnraP_`^X[rmN`a`MmrA_^rB^AcbrbkAa_b^dcUmr[CI\qA[pEnqaO^`_W[qma`q`amqA_^qB^AcbqbkAa^b_dcqmd\pq\KD]pGcqfS^e_Y]qmfeqefmqAhgqglAojqhjAf^g_ihqmi\prpLD]\HcrfT_e^Z]rmRefeQmrAhgrglAojrhjAf_g^ihVmr,49,0,4.4968065729400486e-13
[CJprA[\FnrbkAa_b^dcUmrAcbrmN`a`MmrA_^r[X^`_ParB^[CI\qA[pEnqbkAa^b_dcqmdAcbqma`q`amqA_^q[W_`^OaqB^\pq\KD]pGcqhjAf^g_ihqmiAojqmfeqefmqAhgq]Y_e^Sfqgl\prpLD]\HcrhjAf_g^ihVmrAojrmRefeQmrAhgr]Z^e_Tfrgl,49,0,2.7786651136881306e-19
[CJprA[\Fnr[X^`_ParmM`a`NmrB^Aa_b^dcUmrAr^_Acbrbk[CI\qA[pEnq[W_`^Oaqma`q`amqB^Aa^b_dcqmdAq^_Acbqbk\pq\KD]pGcq]Y_e^SfqmfeqefmqglAf^g_ihqmiAqghAojqhj\prpLD]\Hcr]Z^e_TfrmQefeRmrglAf_g^ihVmrArghAojrhj,49,0,0.007231202442198992
[CJprA[\Fnr[X^`_ParmN`a`MmrB^AkbrAa_b^dcUmrA_^rbc[CI\qA[pEnq[W_`^Oaqma`q`amqB^AkbqAa^b_dcqmdA_^qbc\pq\KD]pGcq]Y_e^SfqmfeqefmqglAjhqAf^g_ihqmiAhgqjo\prpLD]\Hcr]Z^e_TfrmRefeQmrglAjhrAf_g^ihVmrAhgrjo,49,1,0.9994856119155884
[CJprA[\FnrmM`a`NmrB^A_^raP_`^X[rbcArbkArmUcd^b_a[CI\qA[pEnqma`q`amqB^A_^qaO^`_W[qbcAqbkAdmqcd_b^a\pq\KD]pGcqmfeqefmqglAhgqfS^e_Y]qjoAqhjAimqhi_g^f\prpLD]\HcrmQefeRmrglAhgrfT_e^Z]rjoArhjArmVhi^g_f,49,0,2.391316946908739e-17
[CJprA[\FnrmN`a`MmrB^AraP_`^X[rbcA_^rbkAa_b^dcUmr[CI\qA[pEnqma`q`amqB^AqaO^`_W[qbcA_^qbkAa^b_dcqmd\pq\KD]pGcqmfeqefmqglAqfS^e_Y]qjoAhgqhjAf^g_ihqmi\prpLD]\HcrmRefeQmrglArfT_e^Z]rjoAhgrhjAf_g^ihVmr,49,0,4.744596291134248e-16
[CJprA[\Fnr[X^`_ParmM`a`NmrB^A_^rAa_b^dcUmrAkbrbc[CI\qA[pEnq[W_`^Oaqma`q`amqB^A_^qAa^b_dcqmdAkbqbc\pq\KD]pGcq]Y_e^SfqmfeqefmqglAhgqAf^g_ihqmiAjhqjo\prpLD]\Hcr]Z^e_TfrmQefeRmrglAhgrAf_g^ihVmrAjhrjo,49,1,0.999796450138092
[CJprA[\FnrmM`a`NmraP_`^X[rB^ArbcAkbr^_Aa_b^dcUmr[CI\qA[pEnqma`q`amqaO^`_W[qB^AqbcAkbq^_Aa^b_dcqmd\pq\KD]pGcqmfeqefmqfS^e_Y]qglAqjoAjhqghAf^g_ihqmi\prpLD]\HcrmQefeRmrfT_e^Z]rglArjoAjhrghAf_g^ihVmr,49,0,3.902228675621971e-18
[CJprA[\FnrmN`a`Mmr[X^`_ParbkA^BrArmUcd^b_aAcbr^_[CI\qA[pEnqma`q`amq[W_`^OaqbkA^BqAdmqcd_b^aAcbq^_\pq\KD]pGcqmfeqefmq]Y_e^SfqhjAlgqAimqhi_g^fAojqgh\prpLD]\HcrmRefeQmr]Z^e_TfrhjAlgrArmVhi^g_fAojrgh,49,0,1.613048781290503e-16
[CJprA[\Fnr[X^`_ParmM`a`NmrB^Acbr^_ArbkArmUcd^b_a[CI\qA[pEnq[W_`^Oaqma`q`amqB^Acbq^_AqbkAdmqcd_b^a\pq\KD]pGcq]Y_e^SfqmfeqefmqglAojqghAqhjAimqhi_g^f\prpLD]\Hcr]Z^e_TfrmQefeRmrglAojrghArhjArmVhi^g_f,49,0,1.5787016138801846e-10
[CJprA[\Fnr[X^`_ParbcA_^rmM`a`NmrbkArmUcd^b_aArB^[CI\qA[pEnq[W_`^OaqbcA_^qma`q`amqbkAdmqcd_b^aAqB^\pq\KD]pGcq]Y_e^SfqjoAhgqmfeqefmqhjAimqhi_g^fAqgl\prpLD]\Hcr]Z^e_TfrjoAhgrmQefeRmrhjArmVhi^g_fArgl,49,0,4.3841482363984275e-18
[CJprA[\Fnr^_ArmN`a`Mmr[X^`_ParB^Aa_b^dcUmrAkbrbc[CI\qA[pEnq^_Aqma`q`amq[W_`^OaqB^Aa^b_dcqmdAkbqbc\pq\KD]pGcqghAqmfeqefmq]Y_e^SfqglAf^g_ihqmiAjhqjo\prpLD]\HcrghArmRefeQmr]Z^e_TfrglAf_g^ihVmrAjhrjo,49,0,4.4519382551657695e-15
[CJprA[\FnrB^Aa_b^dcUmrAkbr[X^`_ParmN`a`Mmr^_Arbc[CI\qA[pEnqB^Aa^b_dcqmdAkbq[W_`^Oaqma`q`amq^_Aqbc\pq\KD]pGcqglAf^g_ihqmiAjhq]Y_e^SfqmfeqefmqghAqjo\prpLD]\HcrglAf_g^ihVmrAjhr]Z^e_TfrmRefeQmrghArjo,49,0,3.8101358522059746e-24
[CJprA[\FnrB^Aa_b^dcUmrAcbraP_`^X[rA_^rmN`a`Mmrbk[CI\qA[pEnqB^Aa^b_dcqmdAcbqaO^`_W[qA_^qma`q`amqbk\pq\KD]pGcqglAf^g_ihqmiAojqfS^e_Y]qAhgqmfeqefmqhj\prpLD]\HcrglAf_g^ihVmrAojrfT_e^Z]rAhgrmRefeQmrhj,49,0,1.799713349404314e-15
[CJprA[\FnraP_`^X[rB^ArmUcd^b_aArmN`a`MmrbkA_^rbc[CI\qA[pEnqaO^`_W[qB^Admqcd_b^aAqma`q`amqbkA_^qbc\pq\KD]pGcqfS^e_Y]qglAimqhi_g^fAqmfeqefmqhjAhgqjo\prpLD]\HcrfT_e^Z]rglArmVhi^g_fArmRefeQmrhjAhgrjo,49,0,1.7156912716492453e-26
[CJprA[\Fnr[X^`_ParmM`a`NmrB^Ar^_Aa_b^dcUmrAkbrbc[CI\qA[pEnq[W_`^Oaqma`q`amqB^Aq^_Aa^b_dcqmdAkbqbc\pq\KD]pGcq]Y_e^SfqmfeqefmqglAqghAf^g_ihqmiAjhqjo\prpLD]\Hcr]Z^e_TfrmQefeRmrglArghAf_g^ihVmrAjhrjo,49,1,0.9997965693473816
[CJprA[\FnrbcA^BrAkbrmN`a`MmraP_`^X[r^_ArmUcd^b_a[CI\qA[pEnqbcA^BqAkbqma`q`amqaO^`_W[q^_Admqcd_b^a\pq\KD]pGcqjoAlgqAjhqmfeqefmqfS^e_Y]qghAimqhi_g^f\prpLD]\HcrjoAlgrAjhrmRefeQmrfT_e^Z]rghArmVhi^g_f,49,0,2.4448281262965874e-14
[CJprA[\Fnr[X^`_ParAkbrmM`a`NmrbcArmUcd^b_aA^Br^_[CI\qA[pEnq[W_`^OaqAkbqma`q`amqbcAdmqcd_b^aA^Bq^_\pq\KD]pGcq]Y_e^SfqAjhqmfeqefmqjoAimqhi_g^fAlgqgh\prpLD]\Hcr]Z^e_TfrAjhrmQefeRmrjoArmVhi^g_fAlgrgh,49,0,3.9111571936700784e-07
[CJprA[\FnraP_`^X[rAcbrmM`a`NmrB^Akbr^_Aa_b^dcUmr[CI\qA[pEnqaO^`_W[qAcbqma`q`amqB^Akbq^_Aa^b_dcqmd\pq\KD]pGcqfS^e_Y]qAojqmfeqefmqglAjhqghAf^g_ihqmi\prpLD]\HcrfT_e^Z]rAojrmQefeRmrglAjhrghAf_g^ihVmr,49,0,1.0236704198066451e-13
[CJprA[\FnrmN`a`MmraP_`^X[rB^AcbrAa_b^dcUmrA_^rbk[CI\qA[pEnqma`q`amqaO^`_W[qB^AcbqAa^b_dcqmdA_^qbk\pq\KD]pGcqmfeqefmqfS^e_Y]qglAojqAf^g_ihqmiAhgqhj\prpLD]\HcrmRefeQmrfT_e^Z]rglAojrAf_g^ihVmrAhgrhj,49,0,2.3399443986577657e-17
[CJprA[\FnrbkArmM`a`Nmr[X^`_ParbcA^Br^_ArmUcd^b_a[CI\qA[pEnqbkAqma`q`amq[W_`^OaqbcA^Bq^_Admqcd_b^a\pq\KD]pGcqhjAqmfeqefmq]Y_e^SfqjoAlgqghAimqhi_g^f\prpLD]\HcrhjArmQefeRmr]Z^e_TfrjoAlgrghArmVhi^g_f,49,0,1.4003921684290524e-18
[CJprA[\FnrmN`a`MmrbkA_^rA^BraP_`^X[rbcAa_b^dcUmr[CI\qA[pEnqma`q`amqbkA_^qA^BqaO^`_W[qbcAa^b_dcqmd\pq\KD]pGcqmfeqefmqhjAhgqAlgqfS^e_Y]qjoAf^g_ihqmi\prpLD]\HcrmRefeQmrhjAhgrAlgrfT_e^Z]rjoAf_g^ihVmr,49,0,4.0510821151633347e-13
[CJprA[\FnrAa_b^dcUmrAcbraP_`^X[rbkA_^rmM`a`NmrB^[CI\qA[pEnqAa^b_dcqmdAcbqaO^`_W[qbkA_^qma`q`amqB^\pq\KD]pGcqAf^g_ihqmiAojqfS^e_Y]qhjAhgqmfeqefmqgl\prpLD]\HcrAf_g^ihVmrAojrfT_e^Z]rhjAhgrmQefeRmrgl,49,0,7.807298601074022e-27
[CJprA[\Fnr[X^`_ParbkA^BrArmUcd^b_aAcbrmN`a`Mmr^_[CI\qA[pEnq[W_`^OaqbkA^BqAdmqcd_b^aAcbqma`q`amq^_\pq\KD]pGcq]Y_e^SfqhjAlgqAimqhi_g^fAojqmfeqefmqgh\prpLD]\Hcr]Z^e_TfrhjAlgrArmVhi^g_fAojrmRefeQmrgh,49,0,3.2513573387404904e-05
[CJprA[\FnrbcArmUcd^b_aA_^rB^ArmN`a`Mmr[X^`_Parbk[CI\qA[pEnqbcAdmqcd_b^aA_^qB^Aqma`q`amq[W_`^Oaqbk\pq\KD]pGcqjoAimqhi_g^fAhgqglAqmfeqefmq]Y_e^Sfqhj\prpLD]\HcrjoArmVhi^g_fAhgrglArmRefeQmr]Z^e_Tfrhj,49,0,3.602754138701741e-18
[CJprA[\Fnr[X^`_ParmN`a`MmrB^Ar^_Aa_b^dcUmrAcbrbk[CI\qA[pEnq[W_`^Oaqma`q`amqB^Aq^_Aa^b_dcqmdAcbqbk\pq\KD]pGcq]Y_e^SfqmfeqefmqglAqghAf^g_ihqmiAojqhj\prpLD]\Hcr]Z^e_TfrmRefeQmrglArghAf_g^ihVmrAojrhj,49,1,0.9997389912605286
[CJprA[\Fnr[X^`_ParmM`a`NmrAa_b^dcUmrAkbrB^Acbr^_[CI\qA[pEnq[W_`^Oaqma`q`amqAa^b_dcqmdAkbqB^Acbq^_\pq\KD]pGcq]Y_e^SfqmfeqefmqAf^g_ihqmiAjhqglAojqgh\prpLD]\Hcr]Z^e_TfrmQefeRmrAf_g^ihVmrAjhrglAojrgh,49,0,4.921477056996082e-07
[CJprA[\FnrmM`a`Nmr[X^`_ParbcA^BrbkArmUcd^b_aA_^r[CI\qA[pEnqma`q`amq[W_`^OaqbcA^BqbkAdmqcd_b^aA_^q\pq\KD]pGcqmfeqefmq]Y_e^SfqjoAlgqhjAimqhi_g^fAhgq\prpLD]\HcrmQefeRmr]Z^e_TfrjoAlgrhjArmVhi^g_fAhgr,49,0,8.352580373226573e-14
[CJprA[\FnrmN`a`Mmr[X^`_ParbkArbcAa_b^dcUmrA_^rB^[CI\qA[pEnqma`q`amq[W_`^OaqbkAqbcAa^b_dcqmdA_^qB^\pq\KD]pGcqmfeqefmq]Y_e^SfqhjAqjoAf^g_ihqmiAhgqgl\prpLD]\HcrmRefeQmr]Z^e_TfrhjArjoAf_g^ihVmrAhgrgl,49,0,3.4314654931011954e-28
[CJprA[\FnrbkArmUcd^b_aA^BrmN`a`MmrA_^raP_`^X[rbc[CI\qA[pEnqbkAdmqcd_b^aA^Bqma`q`amqA_^qaO^`_W[qbc\pq\KD]pGcqhjAimqhi_g^fAlgqmfeqefmqAhgqfS^e_Y]qjo\prpLD]\HcrhjArmVhi^g_fAlgrmRefeQmrAhgrfT_e^Z]rjo,49,0,3.4374592159216986e-17
[CJprA[\FnrB^ArmM`a`NmrbkArmUcd^b_aAcbraP_`^X[r^_[CI\qA[pEnqB^Aqma`q`amqbkAdmqcd_b^aAcbqaO^`_W[q^_\pq\KD]pGcqglAqmfeqefmqhjAimqhi_g^fAojqfS^e_Y]qgh\prpLD]\HcrglArmQefeRmrhjArmVhi^g_fAojrfT_e^Z]rgh,49,0,4.735490428606215e-13
[CJprA[\FnrmN`a`MmrB^ArbcArmUcd^b_aAkbraP_`^X[r^_[CI\qA[pEnqma`q`amqB^AqbcAdmqcd_b^aAkbqaO^`_W[q^_\pq\KD]pGcqmfeqefmqglAqjoAimqhi_g^fAjhqfS^e_Y]qgh\prpLD]\HcrmRefeQmrglArjoArmVhi^g_fAjhrfT_e^Z]rgh,49,0,7.897339900087008e-12
[CJprA[\FnrmN`a`MmrB^A_^rbkAa_b^dcUmrAcbraP_`^X[r[CI\qA[pEnqma`q`amqB^A_^qbkAa^b_dcqmdAcbqaO^`_W[q\pq\KD]pGcqmfeqefmqglAhgqhjAf^g_ihqmiAojqfS^e_Y]q\prpLD]\HcrmRefeQmrglAhgrhjAf_g^ihVmrAojrfT_e^Z]r,49,0,8.040710498042677e-32
[CJprA[\FnrB^AkbraP_`^X[rmM`a`Nmr^_AcbrArmUcd^b_a[CI\qA[pEnqB^AkbqaO^`_W[qma`q`amq^_AcbqAdmqcd_b^a\pq\KD]pGcqglAjhqfS^e_Y]qmfeqefmqghAojqAimqhi_g^f\prpLD]\HcrglAjhrfT_e^Z]rmQefeRmrghAojrArmVhi^g_f,49,0,3.476726710030752e-20
[CJprA[\Fnr[X^`_ParA_^rmM`a`NmrbkArmUcd^b_aAcbrB^[CI\qA[pEnq[W_`^OaqA_^qma`q`amqbkAdmqcd_b^aAcbqB^\pq\KD]pGcq]Y_e^SfqAhgqmfeqefmqhjAimqhi_g^fAojqgl\prpLD]\Hcr]Z^e_TfrAhgrmQefeRmrhjArmVhi^g_fAojrgl,49,0,2.4575028123585696e-10
[CJprA[\FnrB^ArmUcd^b_aA_^rAcbrmN`a`MmraP_`^X[rbk[CI\qA[pEnqB^Admqcd_b^aA_^qAcbqma`q`amqaO^`_W[qbk\pq\KD]pGcqglAimqhi_g^fAhgqAojqmfeqefmqfS^e_Y]qhj\prpLD]\HcrglArmVhi^g_fAhgrAojrmRefeQmrfT_e^Z]rhj,49,0,1.397115912817883e-18
